Step   	Chain   	Shake   	Chi     	Rama    	Excluded	DSSP    	P_AP    	Water   	Burial  	Helix   	AMH-Go  	Frag_Mem	Vec_FM  	Membrane	SSB     	Electro.	VTotal
572000 	53.659056	0.000000	15.562839	-257.060058	0.000000	-0.000000	-2.315952	-17.730647	-53.379092	-22.103497	0.000000	-182.904558	0.000000	0.000000	0.000000	0.000000	-466.271909
574000 	56.336751	0.000000	13.145515	-266.974887	0.000000	-0.000000	-1.258485	-15.186111	-55.218804	-22.399697	0.000000	-172.710280	0.000000	0.000000	0.000000	0.000000	-464.265998
576000 	46.408072	0.000000	19.543834	-254.025384	0.000000	-0.000000	-2.717358	-17.908279	-53.034057	-21.227867	0.000000	-173.797138	0.000000	0.000000	0.000000	0.000000	-456.758177
578000 	44.978293	0.000000	12.837779	-267.066729	0.000000	-0.000000	-1.863421	-19.209327	-52.623536	-22.596150	0.000000	-156.143461	0.000000	0.000000	0.000000	0.000000	-461.686553
580000 	48.769896	0.000000	18.907219	-258.637363	0.000000	-0.000000	-3.777150	-18.690491	-53.646442	-22.474937	0.000000	-128.878091	0.000000	0.000000	0.000000	0.000000	-418.427360
582000 	49.707609	0.000000	13.926430	-258.520994	0.000000	-0.000000	-2.520334	-19.637581	-55.258707	-20.458113	0.000000	-128.476833	0.000000	0.000000	0.000000	0.000000	-421.238522
584000 	55.166882	0.000000	15.159898	-263.529818	0.000000	-0.000000	-2.078745	-19.857329	-53.588729	-21.055401	0.000000	-189.105833	0.000000	0.000000	0.000000	0.000000	-478.889074
586000 	46.683144	0.000000	17.832216	-261.756092	0.000000	-0.000004	-2.871334	-19.247489	-53.709904	-22.143601	0.000000	-177.168831	0.000000	0.000000	0.000000	0.000000	-472.381893
588000 	52.023084	0.000000	9.965673	-264.264963	0.000000	-0.000000	-2.891761	-14.303070	-54.125735	-21.887017	0.000000	-194.652123	0.000000	0.000000	0.000000	0.000000	-490.135913
590000 	44.403226	0.000000	10.747728	-268.697758	0.000000	-0.000096	-2.268943	-15.765240	-54.295966	-21.642192	0.000000	-171.049189	0.000000	0.000000	0.000000	0.000000	-478.568430
592000 	63.825272	0.000000	14.452560	-260.922768	0.000000	-0.000000	-1.365663	-20.421481	-53.358880	-20.966417	0.000000	-173.958509	0.000000	0.000000	0.000000	0.000000	-452.715885
594000 	53.215460	0.000000	15.213541	-265.830837	0.000000	-0.000000	-1.453869	-19.712304	-53.700166	-18.466784	0.000000	-197.351430	0.000000	0.000000	0.000000	0.000000	-488.086390
596000 	49.628896	0.000000	16.693164	-265.401808	0.000000	-0.000000	-1.389442	-19.928796	-53.282588	-19.888561	0.000000	-152.597531	0.000000	0.000000	0.000000	0.000000	-446.166667
598000 	60.468277	0.000000	19.215352	-264.174990	0.000000	-0.000000	-1.138969	-18.568066	-53.889318	-22.488781	0.000000	-179.788407	0.000000	0.000000	0.000000	0.000000	-460.364901
600000 	43.721108	0.000000	15.679538	-269.045865	0.000000	-0.000535	-2.689776	-19.442536	-52.734651	-23.229672	0.000000	-175.176022	0.000000	0.000000	0.000000	0.000000	-482.918411
602000 	49.257290	0.000000	12.062610	-268.153388	0.000000	-0.000000	-2.201647	-18.427972	-53.970227	-21.027851	0.000000	-181.234318	0.000000	0.000000	0.000000	0.000000	-483.695502
604000 	54.926666	0.000000	13.768227	-263.622803	0.000000	-0.000000	-1.921551	-17.611184	-54.325039	-20.784799	0.000000	-182.181262	0.000000	0.000000	0.000000	0.000000	-471.751744
606000 	42.982274	0.000000	12.796563	-259.251619	0.000000	-0.000000	-1.867934	-16.078164	-54.061866	-21.488736	0.000000	-183.717633	0.000000	0.000000	0.000000	0.000000	-480.687116
608000 	55.660677	0.000000	16.064237	-257.889082	0.000000	-0.000004	-2.763809	-19.809506	-54.993367	-22.811602	0.000000	-164.872572	0.000000	0.000000	0.000000	0.000000	-451.415028
610000 	54.335286	0.000000	19.827421	-268.995920	0.000000	-0.000000	-1.296700	-16.655501	-53.506736	-22.545815	0.000000	-182.954429	0.000000	0.000000	0.000000	0.000000	-471.792393
612000 	53.323442	0.000000	15.627169	-262.419713	0.000000	-0.000000	-1.671670	-17.172121	-52.942710	-21.238800	0.000000	-162.755012	0.000000	0.000000	0.000000	0.000000	-449.249416
614000 	49.549974	0.000000	10.687792	-263.006158	0.000000	-0.000000	-1.483197	-15.532780	-54.156037	-21.682374	0.000000	-188.259588	0.000000	0.000000	0.000000	0.000000	-483.882369
616000 	63.580359	0.000000	14.185550	-258.405096	0.000000	-0.000000	-1.579261	-16.837457	-54.617443	-22.256437	0.000000	-164.924102	0.000000	0.000000	0.000000	0.000000	-440.853888
618000 	54.652714	0.000000	18.653154	-265.918652	0.000000	-0.000000	-2.449471	-14.854688	-55.263517	-19.297294	0.000000	-156.504287	0.000000	0.000000	0.000000	0.000000	-440.982040
620000 	40.826296	0.000000	18.370070	-267.847765	0.000000	-0.000000	-2.487093	-16.804277	-54.042255	-23.582448	0.000000	-181.022412	0.000000	0.000000	0.000000	0.000000	-486.589884
622000 	43.471256	0.000000	16.697858	-259.112464	0.000000	-0.000000	-2.225749	-17.315396	-53.155570	-20.432949	0.000000	-163.517404	0.000000	0.000000	0.000000	0.000000	-455.590417
624000 	54.393960	0.000000	10.403826	-263.430253	0.000000	-0.000000	-2.695047	-19.519101	-53.142344	-22.370190	0.000000	-181.593250	0.000000	0.000000	0.000000	0.000000	-477.952398
626000 	45.967329	0.000000	13.630191	-266.689126	0.000000	-0.000000	-2.725266	-16.956501	-53.331400	-19.733022	0.000000	-160.949533	0.000000	0.000000	0.000000	0.000000	-460.787327
628000 	51.529410	0.000000	11.144015	-257.896827	0.000000	-0.000466	-1.292049	-18.803745	-54.603699	-21.313060	0.000000	-177.657640	0.000000	0.000000	0.000000	0.000000	-468.894061
630000 	49.267545	0.000000	11.827775	-271.879891	0.000000	-0.000000	-1.653015	-17.700715	-53.239932	-21.214651	0.000000	-165.583513	0.000000	0.000000	0.000000	0.000000	-470.176397
632000 	58.704582	0.000000	11.532684	-261.734929	0.000000	-0.000000	-3.230334	-16.895785	-54.296125	-20.330759	0.000000	-172.269467	0.000000	0.000000	0.000000	0.000000	-458.520134
634000 	44.828172	0.000000	17.368362	-259.097164	0.000000	-0.000000	-2.327467	-18.355583	-53.541910	-22.588107	0.000000	-181.400620	0.000000	0.000000	0.000000	0.000000	-475.114316
636000 	61.680698	0.000000	16.325764	-265.278342	0.000000	-0.000000	-1.455892	-14.322623	-54.707773	-21.804795	0.000000	-173.624544	0.000000	0.000000	0.000000	0.000000	-453.187507
638000 	48.924532	0.000000	13.233429	-267.034751	0.000000	-0.000000	-1.899118	-18.652114	-53.834637	-22.250437	0.000000	-163.055736	0.000000	0.000000	0.000000	0.000000	-464.568832
640000 	51.084266	0.000000	21.035278	-262.199752	0.000000	-0.000000	-0.709137	-18.639147	-53.442697	-20.630387	0.000000	-175.478730	0.000000	0.000000	0.000000	0.000000	-458.980306
642000 	52.599276	0.000000	12.729053	-269.812785	0.000000	-0.000000	-1.698797	-16.164962	-53.632426	-19.540998	0.000000	-177.973692	0.000000	0.000000	0.000000	0.000000	-473.495331
644000 	44.995756	0.000000	16.989027	-265.036308	0.000000	-0.000000	-1.672138	-18.662572	-54.230123	-19.780695	0.000000	-178.178697	0.000000	0.000000	0.000000	0.000000	-475.575751
646000 	42.458069	0.000000	18.161732	-265.362421	0.000000	-0.000000	-1.653498	-17.727117	-53.765970	-22.353642	0.000000	-184.092339	0.000000	0.000000	0.000000	0.000000	-484.335185
648000 	52.581799	0.000000	15.577806	-260.049152	0.000000	-0.000000	-1.397268	-15.930473	-53.122653	-21.627867	0.000000	-169.971099	0.000000	0.000000	0.000000	0.000000	-453.938908
650000 	44.130555	0.000000	20.139597	-262.926490	0.000000	-0.000003	-0.824272	-16.302070	-54.509808	-21.986472	0.000000	-171.292161	0.000000	0.000000	0.000000	0.000000	-463.571123
652000 	52.998400	0.000000	12.437968	-256.899771	0.000000	-0.000000	-1.805079	-15.687264	-52.321498	-21.138467	0.000000	-171.122987	0.000000	0.000000	0.000000	0.000000	-453.538698
654000 	47.260482	0.000000	18.624851	-263.859296	0.000000	-0.000000	-2.158764	-20.688892	-52.636581	-22.727625	0.000000	-177.536515	0.000000	0.000000	0.000000	0.000000	-473.722341
656000 	48.568719	0.000000	11.937514	-254.105421	0.000000	-0.000000	-1.743662	-16.745239	-54.506708	-19.577251	0.000000	-165.004523	0.000000	0.000000	0.000000	0.000000	-451.176571
658000 	65.335824	0.000000	16.931881	-266.292732	0.000000	-0.000000	-1.007284	-14.574706	-54.373231	-18.764243	0.000000	-151.079489	0.000000	0.000000	0.000000	0.000000	-423.823980
660000 	60.359441	0.000000	13.778596	-259.557542	0.000000	-0.000000	-1.042555	-17.407164	-53.857404	-22.322901	0.000000	-156.700627	0.000000	0.000000	0.000000	0.000000	-436.750154
662000 	47.797588	0.000000	16.394260	-261.097123	0.000000	-0.000000	-1.917555	-16.105745	-54.350800	-20.498298	0.000000	-161.398105	0.000000	0.000000	0.000000	0.000000	-451.175778
664000 	49.116739	0.000000	17.181809	-256.156838	0.000000	-0.000000	-0.723473	-18.411122	-54.137522	-21.407646	0.000000	-172.308882	0.000000	0.000000	0.000000	0.000000	-456.846937
666000 	72.825536	0.000000	16.289936	-262.208467	0.000000	-0.000000	-1.767544	-16.248981	-54.070941	-21.031388	0.000000	-135.432838	0.000000	0.000000	0.000000	0.000000	-401.644687
668000 	49.425523	0.000000	21.582189	-258.305465	0.000000	-0.000000	-2.451287	-17.207731	-53.150899	-21.295654	0.000000	-164.883983	0.000000	0.000000	0.000000	0.000000	-446.287307
670000 	61.100417	0.000000	14.696001	-261.471033	0.000000	-0.000000	-2.814459	-19.465749	-53.575414	-20.064415	0.000000	-153.466339	0.000000	0.000000	0.000000	0.000000	-435.060990
672000 	45.599956	0.000000	11.430124	-270.535134	0.000000	-0.000000	-2.159327	-20.432944	-55.514057	-22.540741	0.000000	-153.192738	0.000000	0.000000	0.000000	0.000000	-467.344861
674000 	60.192651	0.000000	16.327726	-266.757426	0.000000	-0.000000	-2.291965	-20.128740	-53.885567	-22.889493	0.000000	-153.394826	0.000000	0.000000	0.000000	0.000000	-442.827640
676000 	55.981162	0.000000	18.612004	-258.505142	0.000000	-0.000000	-1.156880	-18.953086	-54.310246	-21.140386	0.000000	-164.089472	0.000000	0.000000	0.000000	0.000000	-443.562047
678000 	50.182156	0.000000	17.168650	-263.311836	0.000000	-0.000000	-1.272703	-17.525808	-54.666949	-21.090126	0.000000	-143.732562	0.000000	0.000000	0.000000	0.000000	-434.249178
680000 	46.343921	0.000000	19.723574	-262.582713	0.000000	-0.000000	-1.552978	-17.547557	-54.278765	-20.302149	0.000000	-157.181364	0.000000	0.000000	0.000000	0.000000	-447.378030
682000 	57.444983	0.000000	16.166613	-260.452951	0.000000	-0.000000	-1.792968	-13.662741	-52.710518	-20.875984	0.000000	-185.838504	0.000000	0.000000	0.000000	0.000000	-461.722069
684000 	71.318781	0.000000	16.409129	-262.004047	0.000000	-0.000000	-1.589268	-14.664888	-54.020208	-22.482622	0.000000	-184.212546	0.000000	0.000000	0.000000	0.000000	-451.245669
686000 	48.768065	0.000000	17.899547	-252.504291	0.000000	-0.000000	-2.907305	-16.796975	-52.960749	-19.282889	0.000000	-139.084356	0.000000	0.000000	0.000000	0.000000	-416.868952
688000 	54.513358	0.000000	16.305885	-260.591343	0.000000	-0.000000	-1.745926	-18.764261	-54.736292	-18.553809	0.000000	-172.502263	0.000000	0.000000	0.000000	0.000000	-456.074652
690000 	64.940445	0.000000	15.418255	-263.425733	0.000000	-0.000000	-3.486883	-20.809205	-53.170513	-20.072617	0.000000	-160.703211	0.000000	0.000000	0.000000	0.000000	-441.309462
692000 	49.229321	0.000000	13.487659	-258.587160	0.000000	-0.000000	-1.555290	-19.335971	-54.045641	-21.443506	0.000000	-176.696126	0.000000	0.000000	0.000000	0.000000	-468.946714
694000 	66.281416	0.000000	26.140555	-261.880984	0.000000	-0.000000	-2.112504	-18.121286	-55.180398	-21.824281	0.000000	-148.956635	0.000000	0.000000	0.000000	0.000000	-415.654116
696000 	50.526411	0.000000	17.501576	-259.300787	0.000000	-0.000000	-3.256930	-18.298216	-53.646238	-23.587436	0.000000	-142.420307	0.000000	0.000000	0.000000	0.000000	-432.481927
698000 	57.294665	0.000000	13.169845	-266.180515	0.000000	-0.000000	-2.384223	-19.065019	-54.403253	-18.793680	0.000000	-156.652309	0.000000	0.000000	0.000000	0.000000	-447.014488
700000 	61.537541	0.000000	18.623263	-250.746678	0.000000	-0.000000	-0.199536	-19.802403	-54.859464	-21.835824	0.000000	-153.166992	0.000000	0.000000	0.000000	0.000000	-420.450092
702000 	49.459248	0.000000	24.986208	-257.156842	0.000000	-0.000000	-0.331109	-19.884864	-55.717168	-18.935376	0.000000	-148.268130	0.000000	0.000000	0.000000	0.000000	-425.848032
704000 	55.740086	0.000000	18.940989	-267.923271	0.000000	-0.000000	-0.908520	-21.270044	-56.513222	-24.249065	0.000000	-122.640641	0.000000	0.000000	0.000000	0.000000	-418.823687
706000 	57.402261	0.000000	16.120164	-265.762019	0.000000	-0.000000	-1.317886	-19.312335	-54.924959	-20.267772	0.000000	-112.676136	0.000000	0.000000	0.000000	0.000000	-400.738684
708000 	48.968837	0.000000	14.822088	-273.914916	0.000000	-0.000000	-0.200121	-18.275426	-55.408558	-20.192148	0.000000	-89.486096	0.000000	0.000000	0.000000	0.000000	-393.686339
710000 	57.275378	0.000000	13.040104	-273.122453	0.000000	-0.000000	-0.968936	-20.636005	-55.907029	-23.228580	0.000000	-113.616490	0.000000	0.000000	0.000000	0.000000	-417.164011
712000 	59.299095	0.000000	17.377251	-265.387980	0.000000	-0.000000	-0.506343	-19.410632	-54.992360	-18.594727	0.000000	-116.839257	0.000000	0.000000	0.000000	0.000000	-399.054952
714000 	49.797009	0.000000	12.710448	-267.255206	0.000000	-0.000000	-1.846379	-19.922477	-55.379141	-18.620962	0.000000	-126.142125	0.000000	0.000000	0.000000	0.000000	-426.658833
716000 	53.547128	0.000000	11.980104	-259.733707	0.000000	-0.000000	-2.142462	-16.117845	-54.033014	-20.335790	0.000000	-134.890269	0.000000	0.000000	0.000000	0.000000	-421.725856
718000 	55.583693	0.000000	17.008424	-260.396786	0.000000	-0.000000	-1.686312	-17.334154	-54.882348	-21.871523	0.000000	-131.219258	0.000000	0.000000	0.000000	0.000000	-414.798265
720000 	72.038338	0.000000	19.245983	-262.493719	0.000000	-0.000000	-2.661172	-19.444946	-55.046325	-19.939677	0.000000	-107.467143	0.000000	0.000000	0.000000	0.000000	-375.768660
722000 	69.868129	0.000000	14.167247	-262.693273	0.000000	-0.000000	-2.570147	-18.063986	-55.149690	-19.225054	0.000000	-123.349713	0.000000	0.000000	0.000000	0.000000	-397.016488
724000 	66.907589	0.000000	18.157845	-264.813989	0.000000	-0.000002	-2.141271	-19.044983	-53.975363	-19.118124	0.000000	-117.059239	0.000000	0.000000	0.000000	0.000000	-391.087537
726000 	66.101511	0.000000	11.748358	-265.129474	0.000000	-0.000000	-1.726797	-19.168056	-54.412010	-23.883141	0.000000	-120.019624	0.000000	0.000000	0.000000	0.000000	-406.489233
728000 	49.937306	0.000000	17.098271	-257.272894	0.000000	-0.000000	-3.312077	-22.434557	-54.198515	-19.860445	0.000000	-124.298254	0.000000	0.000000	0.000000	0.000000	-414.341166
730000 	80.623004	0.000000	19.706655	-267.059636	0.000000	-0.000000	-0.919918	-16.180897	-56.368041	-17.118198	0.000000	-125.025801	0.000000	0.000000	0.000000	0.000000	-382.342831
732000 	64.532266	0.000000	20.824657	-261.318237	0.000000	-0.000000	-1.264161	-14.685256	-56.841415	-16.745874	0.000000	-91.967198	0.000000	0.000000	0.000000	0.000000	-357.465218
734000 	66.392327	0.000000	22.487315	-261.689639	0.000000	-0.000000	-3.136762	-20.208165	-54.506838	-18.476650	0.000000	-128.851473	0.000000	0.000000	0.000000	0.000000	-397.989886
736000 	47.456408	0.000000	12.609598	-258.346282	0.000000	-0.000000	-1.214382	-17.176596	-54.149003	-19.617773	0.000000	-138.701720	0.000000	0.000000	0.000000	0.000000	-429.139750
738000 	64.087386	0.000000	16.757434	-260.255449	0.000000	-0.000000	-2.603192	-13.756028	-54.348361	-20.860969	0.000000	-138.139574	0.000000	0.000000	0.000000	0.000000	-409.118752
740000 	63.588694	0.000000	13.823098	-264.581949	0.000000	-0.000000	-3.386415	-13.556044	-53.743503	-21.417351	0.000000	-148.056193	0.000000	0.000000	0.000000	0.000000	-427.329663
742000 	52.585967	0.000000	15.428039	-255.398931	0.000000	-0.000000	-1.974343	-18.645049	-53.248248	-18.916211	0.000000	-134.099699	0.000000	0.000000	0.000000	0.000000	-414.268475
744000 	55.187879	0.000000	16.197451	-274.797093	0.000000	-0.000000	-0.746094	-21.496822	-52.885596	-20.830574	0.000000	-97.292336	0.000000	0.000000	0.000000	0.000000	-396.663185
746000 	51.360184	0.000000	19.539473	-259.837068	0.000000	-0.000002	-0.506044	-13.569809	-55.033951	-20.143666	0.000000	-98.890254	0.000000	0.000000	0.000000	0.000000	-377.081136
748000 	61.622272	0.000000	12.975103	-263.327264	0.000000	-0.000002	-1.538864	-17.111865	-55.181842	-21.590934	0.000000	-117.712399	0.000000	0.000000	0.000000	0.000000	-401.865795
750000 	54.527050	0.000000	16.835125	-264.106225	0.000000	-0.000001	-0.753152	-17.749239	-53.930269	-19.304971	0.000000	-103.927636	0.000000	0.000000	0.000000	0.000000	-388.409317
752000 	58.055200	0.000000	13.480918	-267.347746	0.000000	-0.000000	-0.854351	-19.884805	-53.377621	-20.680514	0.000000	-120.033215	0.000000	0.000000	0.000000	0.000000	-410.642135
754000 	62.628642	0.000000	17.207908	-275.678274	0.000000	-0.000000	-1.319083	-16.850000	-53.836953	-23.164008	0.000000	-100.804257	0.000000	0.000000	0.000000	0.000000	-391.816026
756000 	57.481674	0.000000	15.129605	-265.510330	0.000000	-0.000001	-2.433492	-20.654593	-53.116943	-23.219574	0.000000	-118.026189	0.000000	0.000000	0.000000	0.000000	-410.349843
758000 	57.433310	0.000000	15.049529	-269.699700	0.000000	-0.000000	-1.779788	-19.111503	-54.602424	-20.781056	0.000000	-112.997069	0.000000	0.000000	0.000000	0.000000	-406.488702
760000 	56.456317	0.000000	15.132058	-270.566230	0.000000	-0.000008	-1.875661	-17.908122	-54.954563	-21.303687	0.000000	-132.000383	0.000000	0.000000	0.000000	0.000000	-427.020278
762000 	68.946772	0.000000	16.684993	-253.874879	0.000000	-0.000001	-1.768981	-15.095890	-54.894240	-21.131109	0.000000	-137.626777	0.000000	0.000000	0.000000	0.000000	-398.760113
764000 	52.732831	0.000000	16.702654	-265.923240	0.000000	-0.000000	-2.640335	-15.128705	-55.554399	-20.693010	0.000000	-126.477459	0.000000	0.000000	0.000000	0.000000	-416.981664
766000 	62.663229	0.000000	12.343930	-267.838893	0.000000	-0.000000	-1.488375	-10.187151	-55.961254	-19.047927	0.000000	-132.070166	0.000000	0.000000	0.000000	0.000000	-411.586607
768000 	46.630591	0.000000	11.131378	-260.384550	0.000000	-0.000000	-1.730644	-14.263554	-53.812345	-22.173962	0.000000	-163.971831	0.000000	0.000000	0.000000	0.000000	-458.574917
770000 	56.906266	0.000000	15.994905	-265.593586	0.000000	-0.000000	-0.545537	-15.494079	-54.150233	-22.595469	0.000000	-162.440383	0.000000	0.000000	0.000000	0.000000	-447.918116
772000 	53.809088	0.000000	16.014710	-257.874444	0.000000	-0.000003	-2.373522	-17.128372	-54.144405	-22.331074	0.000000	-154.007413	0.000000	0.000000	0.000000	0.000000	-438.035436
774000 	59.722854	0.000000	13.285958	-260.746701	0.000000	-0.000000	-1.332713	-12.101235	-54.125521	-21.902335	0.000000	-181.320625	0.000000	0.000000	0.000000	0.000000	-458.520319
776000 	51.935489	0.000000	15.339556	-271.782792	0.000000	-0.000000	-2.399551	-19.175995	-53.189246	-22.199415	0.000000	-178.252771	0.000000	0.000000	0.000000	0.000000	-479.724725
778000 	52.074969	0.000000	13.294224	-259.644812	0.000000	-0.000000	-1.300852	-16.185648	-53.967894	-20.854188	0.000000	-185.336039	0.000000	0.000000	0.000000	0.000000	-471.920239
780000 	54.817178	0.000000	15.994779	-257.658851	0.000000	-0.000000	-1.423448	-17.187824	-54.804235	-21.173960	0.000000	-152.257298	0.000000	0.000000	0.000000	0.000000	-433.693659
782000 	55.579520	0.000000	21.699916	-259.271291	0.000000	-0.000000	-1.832822	-21.894909	-53.978019	-20.411893	0.000000	-157.686500	0.000000	0.000000	0.000000	0.000000	-437.795998
784000 	40.206341	0.000000	13.121174	-258.949625	0.000000	-0.000000	-2.545720	-16.613197	-53.143332	-22.703242	0.000000	-175.604478	0.000000	0.000000	0.000000	0.000000	-476.232080
786000 	47.974412	0.000000	16.533809	-257.378585	0.000000	-0.000000	-2.888686	-22.881501	-53.391455	-20.289084	0.000000	-160.340523	0.000000	0.000000	0.000000	0.000000	-452.661614
788000 	54.275336	0.000000	16.575167	-250.178090	0.000000	-0.000002	-2.392946	-15.595253	-54.401765	-21.216196	0.000000	-171.870867	0.000000	0.000000	0.000000	0.000000	-444.804615
790000 	45.751366	0.000000	15.953981	-264.308516	0.000000	-0.000000	-1.857194	-17.545299	-53.299249	-20.707684	0.000000	-169.894115	0.000000	0.000000	0.000000	0.000000	-465.906709
792000 	67.628222	0.000000	18.048354	-257.381800	0.000000	-0.000000	-2.485986	-17.925959	-54.963380	-21.719745	0.000000	-155.152104	0.000000	0.000000	0.000000	0.000000	-423.952399
794000 	65.098536	0.000000	16.200227	-262.224877	0.000000	-0.000000	-1.411704	-18.726440	-55.556330	-17.863911	0.000000	-132.365455	0.000000	0.000000	0.000000	0.000000	-406.849955
796000 	55.172706	0.000000	13.664171	-243.749055	0.000000	-0.000000	-2.790095	-19.181280	-52.673940	-19.480837	0.000000	-147.103972	0.000000	0.000000	0.000000	0.000000	-416.142303
798000 	65.983892	0.000000	20.042388	-264.624645	0.000000	-0.000000	-3.202719	-21.215821	-54.187137	-21.495289	0.000000	-153.341892	0.000000	0.000000	0.000000	0.000000	-432.041223
800000 	61.651550	0.000000	17.640224	-256.335948	0.000000	-0.000013	-1.888390	-18.715082	-54.354305	-21.182173	0.000000	-168.479938	0.000000	0.000000	0.000000	0.000000	-441.664075
802000 	55.060859	0.000000	18.308131	-269.279186	0.000000	-0.000000	-2.576115	-18.662908	-54.493570	-21.699489	0.000000	-151.012137	0.000000	0.000000	0.000000	0.000000	-444.354415
804000 	65.448619	0.000000	13.908359	-255.532771	0.000000	-0.000000	-3.528695	-22.733925	-53.970281	-20.339975	0.000000	-153.927605	0.000000	0.000000	0.000000	0.000000	-430.676273
806000 	55.919895	0.000000	15.576501	-261.121800	0.000000	-0.000000	-1.034406	-15.159496	-54.349863	-20.683358	0.000000	-177.662243	0.000000	0.000000	0.000000	0.000000	-458.514771
808000 	64.334886	0.000000	12.534209	-263.192318	0.000000	-0.000000	-2.557695	-17.589014	-53.825326	-19.243091	0.000000	-160.428635	0.000000	0.000000	0.000000	0.000000	-439.966984
810000 	50.749886	0.000000	13.120010	-263.387587	0.000000	-0.000000	-1.879156	-17.035055	-53.615587	-20.517848	0.000000	-166.548586	0.000000	0.000000	0.000000	0.000000	-459.113923
812000 	52.738981	0.000000	14.734318	-257.090499	0.000000	-0.000000	-0.973064	-15.344154	-53.640895	-18.964558	0.000000	-175.693181	0.000000	0.000000	0.000000	0.000000	-454.233052
814000 	49.620571	0.000000	14.318509	-262.072400	0.000000	-0.172608	-1.912499	-19.636113	-53.936507	-20.727979	0.000000	-159.749586	0.000000	0.000000	0.000000	0.000000	-454.268612
816000 	47.555817	0.000000	15.836948	-255.009498	0.000000	-0.000000	-2.281021	-18.834643	-53.844179	-20.351242	0.000000	-154.214741	0.000000	0.000000	0.000000	0.000000	-441.142559
818000 	51.091515	0.000000	13.565993	-258.157652	0.000000	-0.000000	-1.540365	-16.989505	-53.762683	-20.682507	0.000000	-165.669601	0.000000	0.000000	0.000000	0.000000	-452.144805
820000 	54.948458	0.000000	16.326247	-264.850448	0.000000	-0.000000	-1.176637	-18.290608	-53.352205	-21.852316	0.000000	-149.161766	0.000000	0.000000	0.000000	0.000000	-437.409276
822000 	48.079037	0.000000	15.781784	-270.333883	0.000000	-0.000000	-2.065525	-14.914628	-54.261866	-22.239481	0.000000	-128.053998	0.000000	0.000000	0.000000	0.000000	-428.008560
824000 	50.711488	0.000000	10.717676	-263.889901	0.000000	-0.000000	-2.302495	-14.034609	-54.211456	-19.585528	0.000000	-151.206128	0.000000	0.000000	0.000000	0.000000	-443.800953
826000 	48.755529	0.000000	13.992697	-257.295763	0.000000	-0.000002	-2.253711	-12.184062	-54.336158	-16.122121	0.000000	-147.067008	0.000000	0.000000	0.000000	0.000000	-426.510598
828000 	63.461325	0.000000	15.398860	-260.105848	0.000000	-0.000000	-1.449644	-10.976553	-54.419698	-18.756115	0.000000	-146.870653	0.000000	0.000000	0.000000	0.000000	-413.718327
830000 	76.857106	0.000000	15.748900	-253.316244	0.000000	-0.000000	-2.277651	-15.811485	-52.959058	-21.594820	0.000000	-134.863068	0.000000	0.000000	0.000000	0.000000	-388.216321
832000 	52.224109	0.000000	20.612686	-257.986716	0.000000	-0.000000	-2.040814	-15.862728	-53.696080	-20.625469	0.000000	-180.918058	0.000000	0.000000	0.000000	0.000000	-458.293070
834000 	56.558970	0.000000	17.975888	-266.542393	0.000000	-0.000000	-1.642896	-17.094539	-54.375961	-18.452758	0.000000	-123.918965	0.000000	0.000000	0.000000	0.000000	-407.492654
836000 	53.130183	0.000000	29.573712	-261.323101	0.000000	-0.000000	-1.497542	-11.386710	-54.409879	-20.690594	0.000000	-148.847344	0.000000	0.000000	0.000000	0.000000	-415.451275
838000 	53.433574	0.000000	13.234191	-264.213822	0.000000	-0.000000	-2.459258	-19.011256	-54.125570	-19.211820	0.000000	-167.526094	0.000000	0.000000	0.000000	0.000000	-459.880056
840000 	55.399767	0.000000	10.860868	-270.365600	0.000000	-0.000074	-3.429833	-15.106899	-53.044172	-23.004815	0.000000	-162.831116	0.000000	0.000000	0.000000	0.000000	-461.521874
842000 	59.791505	0.000000	13.415831	-257.796126	0.000000	-0.000000	-2.434168	-19.101107	-54.876103	-17.930711	0.000000	-140.858810	0.000000	0.000000	0.000000	0.000000	-419.789688
844000 	58.166998	0.000000	16.216102	-261.633895	0.000000	-0.000000	-0.911471	-19.999564	-54.474225	-20.744055	0.000000	-149.088756	0.000000	0.000000	0.000000	0.000000	-432.468866
846000 	51.670456	0.000000	18.527319	-254.402842	0.000000	-0.000000	-2.771698	-20.245149	-53.943960	-19.357279	0.000000	-137.278312	0.000000	0.000000	0.000000	0.000000	-417.801465
848000 	66.903404	0.000000	24.679062	-260.097906	0.000000	-0.000000	-1.783534	-19.315421	-54.985684	-19.181190	0.000000	-143.145367	0.000000	0.000000	0.000000	0.000000	-406.926637
850000 	52.069346	0.000000	23.417909	-264.040046	0.000000	-0.000000	-1.228568	-11.314149	-54.341855	-20.786368	0.000000	-152.980543	0.000000	0.000000	0.000000	0.000000	-429.204276
852000 	52.051753	0.000000	23.924640	-255.832767	0.000000	-0.000000	-1.366669	-18.173159	-53.696366	-21.747008	0.000000	-148.098789	0.000000	0.000000	0.000000	0.000000	-422.938366
854000 	59.621863	0.000000	17.374612	-253.575087	0.000000	-0.000000	-3.091601	-19.077800	-53.722519	-19.363132	0.000000	-155.106813	0.000000	0.000000	0.000000	0.000000	-426.940478
856000 	54.536078	0.000000	18.599976	-261.989487	0.000000	-0.000000	-2.996692	-19.986469	-54.339140	-19.542666	0.000000	-163.943768	0.000000	0.000000	0.000000	0.000000	-449.662168
